Identifier,Recipient Org:Name,Title,Recipient Org:Postal Code,Type,Description,Amount Awarded,Currency,Financial Year,Award Date,Beneficiary Location:Name,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
360G-ACW-20051098,Ballet Cymru,Grant to Ballet Cymru (2005 ~ 2006),CF24 4DA,Organisations: Large,"The creation of original and challenging work, based in the classical ballet technique, choreographed in Wales and toured throughout Wales.

Tour includes accessible and inclusive workshops, especially aimed at people new to dance and ballet, and also the popular and groundbreaking 5 week Riverfront Summer Dance Project in Newport.
",49900,GBP,2005 ~ 2006,2006-03-31,South Wales East\Newport West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050551,Bangor New Music Festival Society,Grant to Bangor New Music Festival Society (2005 ~ 2006),LL57 2DG,Organisations: Small,"The Bangor New Music Festival 2006 includes a series of concerts of new and exciting music in different venues across Bangor city.  The events taking place will incorporate various different styles, from jazz music to the latest electroacoustic music, from vocal music to the shortest opera in the world.  A series of educational workshops will be conducted alongside each event. 

",3400,GBP,2005 ~ 2006,2006-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051005,Bangor New Music Festival Society,Grant to Bangor New Music Festival Society (2005 ~ 2006),LL57 2DG,yyPRSF Scheme,To commision a piece of music for microtonal trumpet and electro-acoustic equipment from Andrew Lewis to be performed during the Bangor New Music Festival March 2006.,475,GBP,2005 ~ 2006,2006-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051323,Barmouth Arts Festival,Grant to Barmouth Arts Festival (2005 ~ 2006),LL44 2EP,Organisations: Small,A week long festival with professional artists in music and drama - both voice and instrumental. One local amateur production. An art exhibition and craft display and a lunch with speaker.,1000,GBP,2005 ~ 2006,2006-03-31,North Wales\Dwyfor Meirionnydd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050274,BBC National Orchestra of Wales,Grant to BBC National Orchestra of Wales (2005 ~ 2006),CF10 5AL,Annual Revenue,Annual Revenue 2005-2006,802063,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050276,Beaufort Theatre,Grant to Beaufort Theatre (2005 ~ 2006),NP13 1DB,Annual Revenue,Annual Revenue 2005-2006,39074,GBP,2005 ~ 2006,2006-03-31,South Wales East\Blaenau Gwent,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050721,Beaufort Theatre,Grant to Beaufort Theatre (2005 ~ 2006),NP13 1DB,Organisations: Small,"Development and enhancement of an existing scheme jointly marketing the folk roots programme of seven venues in the Valleys. Through new materials and initiatives, to reach a larger and more diverse audiences across a wider geographical area than currently served.",4320,GBP,2005 ~ 2006,2006-03-31,South Wales East\Blaenau Gwent,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051377,Bee Line Community Theatre Company,Grant to Bee Line Community Theatre Company (2005 ~ 2006),SA62 5TL,Organisations: Small,"A new full-length stage play by Alex Barr based on the Greek myth. Deals with contemporary issues of consumerism and exploitation. Secure in his labyrinth, Mino has all his needs met by his agent Tranako - so must he share the guilt for Tranako's unsavoury methods?",1500,GBP,2005 ~ 2006,2006-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050869,Bethesda Artworks,Grant to Bethesda Artworks (2005 ~ 2006),CF37 2RU,Organisations: Large,Artists will facilitate regular workshops with children and the local community at three schools to create and install pieces of quality artwork. The project will support the artistic development of community artists and provide arts opportunities for disadvantaged areas.,12600,GBP,2005 ~ 2006,2006-03-31,South Wales West\Bridgend,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051364,Black Voluntary Sector Network Wales Ltd,Grant to Black Voluntary Sector Network Wales Ltd (2005 ~ 2006),CF10 5EQ,yy Cultural Diversity,Cultural Diversity Development Programme,18500,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050278,Blackwood Miners' Institute,Grant to Blackwood Miners' Institute (2005 ~ 2006),NP12 1BB,Annual Revenue,Annual Revenue 2005-2006,24306,GBP,2005 ~ 2006,2006-03-31,South Wales East\Islwyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050278,Blackwood Miners' Institute,Grant to Blackwood Miners' Institute (2005 ~ 2006),NP12 1BB,Arts Outside Cardiff,"Project Proposal:  A partnership between Blackwood Miners' Institute, Beaufort Theatre, Borough Theatre and Torfaen CBC to develop audiences focussing on opera, contemporary dance and children's theatre. Each element fits with the particular programme developments at each of the three venues. The dance element of the bid also fits with the Valleys Dance Initiative and complements similar work taking place in Rhondda Cynon Taf.  Swansea City Opera will be performing at the Borough Theatre, Ludus Dance Company will undertake both performances and workshops at the Beaufort Theatre and Blackwood Miners' Institute, and the children's theatre element (companies not yet confirmed) will take place in Blackwood Miners' Institute and a venue in Torfaen CBC. The programme includes a high level of participatory activity, delivered by the performance companies, as a means of developing audiences and encouraging participants to see the performances after taking part in the workshops. There is also a transport scheme that aims to encourage audiences to travel to the other venues to see performances that they might not otherwise experience in their local venue.  A joint marketing initiative between all the venues to market the specific performances and workshops with a distinct identity will be developed in addition to their regular programme brochures.",25000,GBP,2005 ~ 2006,2006-03-31,South Wales East\Islwyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051184,Blaenavon World Heritage Committee,Grant to Blaenavon World Heritage Committee (2005 ~ 2006),NP44 2WN,Organisations: Small,"The project is a two-week schools-based Carnival Arts Residency which is multi-disciplinary. It will involve design and making, percussion and dance workshops at Blaenavon's two junior schools, St Peter's and Hillside. The residency is a bi-annual affair dating back to initial contact by SWICA through the Valleys Live! Festival in 1992.",5000,GBP,2005 ~ 2006,2006-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050820,Blaenllechau Community Regeneration,Grant to Blaenllechau Community Regeneration (2005 ~ 2006),CF43 4PB,Organisations: Large,"The ""Bell Centre"" Arts Development Programme is a continuation and development of existing provision of arts opportunities led by professional artists, for people of all ages and abilities living in the community and the neighbouring areas of Blaenllechau, Ferndale, Maerdy and Tylorstown.",24098,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Rhondda,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050624,Blast Theory,Grant to Blast Theory (2005 ~ 2006),E8 4QN,Organisations: Training,"Blast Theory, renowned internationally as one of the most adventurous artists' groups using interactive media, will offer training in Cardiff to 12 Wales-based performers over a period of 6 days.",3492,GBP,2005 ~ 2006,2006-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050335,Blazeahead,Grant to Blazeahead (2005 ~ 2006),CH65 1AN,Organisations: Small,"Applicant states:
The nineteenth year of presenting the annual jazz festival in Llangollen. Venues to be various hotels or restaurants in the town. Hope to cross fertilise different jazz styles, tastes and different age groups as well as mixing local bands with professional musicians.",3000,GBP,2005 ~ 2006,2006-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050664,Boda Cyf,Grant to Boda Cyf (2005 ~ 2006),CF5 1QE,yy Film (Lottery),Feature Production Pick-ups,2570,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050144,Boda Cyf,Grant to Boda Cyf (2005 ~ 2006),CF5 1QE,yy Film (Lottery),Script Development for Micro Budget Feature,5000,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060134,Boda Cyf,Grant to Boda Cyf (2005 ~ 2006),CF5 1QE,yy Film (Lottery),Feature Production supplementary,30166,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20041153,Boda Cyf,Grant to Boda Cyf (2005 ~ 2006),CF5 1QE,yy Film (Lottery),Welsh Micros,200000,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050282,Borough Theatre Abergavenny,Grant to Borough Theatre Abergavenny (2005 ~ 2006),NP7 5HD,Annual Revenue,Annual Revenue 2005-2006,25035,GBP,2005 ~ 2006,2006-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050214,Brecknock Museum & Art Gallery,Grant to Brecknock Museum & Art Gallery (2005 ~ 2006),LD3 7DW,Organisations: Small,A collaboration between Brecknock Museum & Art Gallery and artist Pip Woolf to promote the production and touring of an exhibition of work - 'Marking a Point' - which explores the theme of 'Communication' based upon the proceedings of the National Assembly of Wales.,3000,GBP,2005 ~ 2006,2006-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050237,Brecon International Festival of Jazz,Grant to Brecon International Festival of Jazz (2005 ~ 2006),LD3 7JP,Annual Revenue,Annual Revenue 2005/06,118627,GBP,2005 ~ 2006,2006-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051031,Brecon International Festival of Jazz,Grant to Brecon International Festival of Jazz (2005 ~ 2006),LD3 7JP,yyPRSF Scheme,"eenie, meenie. miney, mode' by Paul Jones to be performed by the Jazz Composers' Orchestra of Wales August 2006.",2500,GBP,2005 ~ 2006,2006-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050949,Bridgend County Borough Council,Grant to Bridgend County Borough Council (2005 ~ 2006),CF31 4WB,Organisations: Training,"A two-year project to extend opportunities and career paths in arts management and theatre production. With accredited schemes in directing/producing, choreography, marketing, project management and administration, technical and stage design, set/costume design, stage management, film/video, new writing and new music. The Grand Pavilion, Berwyn Centre, Maesteg Town Hall, Blaengarw Workmen's' Hall, Pyle Life centre and Valley and Vale Community Arts will act as facilitators of the scheme.
",37252,GBP,2005 ~ 2006,2006-03-31,South Wales West\Bridgend,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050887,Brynmawr Town Centre Partnership,Grant to Brynmawr Town Centre Partnership (2005 ~ 2006),NP23 4AW,Organisations: Small,A Christmas spectacle on the Square in Brynmawr provided by the youth of the town. There will be performances in music and dance along with a procession of life size puppets that have been created by young people.,1890,GBP,2005 ~ 2006,2006-03-31,South Wales East\Blaenau Gwent,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050325,Butetown Artists,Grant to Butetown Artists (2005 ~ 2006),CF10 5AF,Organisations: Large,"A 13-month programme of contemporary visual art exhibitions and related gallery education activity.
",40000,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051324,Butetown Artists,Grant to Butetown Artists (2005 ~ 2006),CF10 5AF,Organisations: Large,"To maintain a regular exhibitions programme at BayArt Gallery from October 2006 to October 2007. These will be of the highest quality, concentrating on various aspects of painting and drawing (and includes the Jerwood Drawing Prize). There will be a number of two-person and also group exhibitions of artists from Wales and elsewhere. An education programme will complement this, aimed at various age groups and utilising a range of interpretative and participatory activities.",40000,GBP,2005 ~ 2006,2006-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
