Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2009/2010,20082139,360G-ACW-20082139,Lincolnshire Sports Partnership,Extended Activities: Development,26650,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082140,360G-ACW-20082140,Lincolnshire Sports Partnership,Extended Activities: Delivery,172800,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082140,360G-ACW-20082140,Lincolnshire Sports Partnership,Extended Activities: Delivery,4214,2009-11-25,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082141,360G-ACW-20082141,Northamptonshire County Council on behalf of Northamptonshire Sport,Extended Activites: Development,18963,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Northampton,Northampton South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082142,360G-ACW-20082142,Northamptonshire County Council on behalf of Northamptonshire Sport,Extended Activities: Delivery,108000,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,East Midlands,Northampton,Northampton South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082178,360G-ACW-20082178,Berkshire Sports Partnership,Berkshire Sport Extending Activities – Delivery Funding,172800,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Reading,Reading West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082179,360G-ACW-20082179,Oxford City Council,Extending Activity,108000,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Oxford,Oxford East,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082180,360G-ACW-20082180,Surrey County Council,Extending Activities,129600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Woking,Woking,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082182,360G-ACW-20082182,Sussex County Sports Partnership Trust,Extending Activities,194400,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Brighton and Hove,"Brighton, Kemptown",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082183,360G-ACW-20082183,Hampshire and Isle of Wight Sports Partnership,Sport Hampshire & IOW Extending Activities,324000,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Winchester,Winchester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082184,360G-ACW-20082184,KENT COUNTY COUNCIL,Kent Sports Development Unit Extending Activities – Delivery,324000,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Tonbridge and Malling,Tonbridge and Malling,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082188,360G-ACW-20082188,Sussex County Sports Partnership Trust,Sussex Extending Activities Capacity Funding,29213,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Brighton and Hove,"Brighton, Kemptown",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082189,360G-ACW-20082189,Hampshire & IOW Sports Partnership,Sport Hampshire & IOW -Extending Activities Capacity Funding,44588,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Winchester,Winchester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082191,360G-ACW-20082191,KENT COUNTY COUNCIL,Extending Activities Capacity Funding,44588,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Maidstone,Maidstone and The Weald,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082192,360G-ACW-20082192,Berkshire Sports Partnership,Berkshire Sport Extending Activities – Capacity Funding,26650,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Reading,Reading West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082193,360G-ACW-20082193,Oxford City Council,Oxfordshire SP Extending Activities Capacity Funding,18963,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Oxford,Oxford East,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082195,360G-ACW-20082195,Surrey County Council,Extending Activities Capacity Funding,21525,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South East,Mole Valley,Mole Valley,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082270,360G-ACW-20082270,Stafford Borough Council,Extending Activity Capacity,31775,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Stafford,Stafford,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082271,360G-ACW-20082271,Coventry City Council,Extending Activity Capacity,26650,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Coventry,Coventry South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082272,360G-ACW-20082272,Black Country Consortium Ltd,Extending Activity Capacity,34338,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Dudley,Dudley South,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082273,360G-ACW-20082273,Shropshire Council,"Shropshire, Telford & Wrekin Extending Activity Capacity",43050,2009-05-19,GBP,Community Investment Fund,Multi Sports,West Midlands,Shropshire,Shrewsbury and Atcham,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082273,360G-ACW-20082273,Shropshire Council,"Shropshire, Telford & Wrekin Extending Activity Capacity",22063,2010-03-30,GBP,Community Investment Fund,Multi Sports,West Midlands,Shropshire,Shrewsbury and Atcham,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082351,360G-ACW-20082351,Black Country Consortium Ltd,Extending Activity Delivery,237600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Dudley,Dudley South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082352,360G-ACW-20082352,Coventry City Council,Extending Activity Delivery,172800,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Coventry,Coventry South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082353,360G-ACW-20082353,Shropshire Council,"Shropshire, Telford & Wrekin Extending Activity Delivery",129600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Shropshire,Shrewsbury and Atcham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082354,360G-ACW-20082354,Stafford Borough Council,Extending Activity Delivery,216000,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Stafford,Stafford,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082380,360G-ACW-20082380,Devon County Council,Devon Extending Activity Capacity Funding,26650,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Exeter,Exeter,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082381,360G-ACW-20082381,University of Bournemouth (Active Dorset,Active Dorset Extending Activity Capacity funding,21525,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Poole,Bournemouth West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082382,360G-ACW-20082382,University of Gloucestershire,Gloucs Extending Activity Capacity Funding,18963,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Gloucester,Tewkesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082383,360G-ACW-20082383,WESPORT,WESPORT Extending Activity Capacity Funding,26650,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South West,South Gloucestershire,Filton and Bradley Stoke,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20082384,360G-ACW-20082384,Wiltshire Council,WASP Extending Activity Capacity Funding,18963,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,South West,Wiltshire,Chippenham,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083022,360G-ACW-20083022,University of East London,Pro-Active East - Extending Activities (Delivery),345600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,London,Tower Hamlets,Poplar and Limehouse,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083022,360G-ACW-20083022,University of East London,Pro-Active East - Extending Activities (Delivery),149590,2010-03-08,GBP,Extended Activities,Sport Participation and Capacity Building,London,Tower Hamlets,Poplar and Limehouse,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083030,360G-ACW-20083030,London South Bank University,Pro-Active Central - Extending Activities (Delivery),172800,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,London,Southwark,Bermondsey and Old Southwark,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083031,360G-ACW-20083031,Middlesex University,Pro-Active North - Extending Activity (Delivery),237600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,London,Barnet,Hendon,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083092,360G-ACW-20083092,Harrogate Borough Council,NYS - Extended Activities Capacity,31775,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,Harrogate,Harrogate and Knaresborough,Local Authority,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083093,360G-ACW-20083093,BARNSLEY METROPOLITAN BOROUGH COUNCIL,SYS Extended Activities Capacity,31775,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,Barnsley,Barnsley Central,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083096,360G-ACW-20083096,The Goodwin Development Trust Ltd,HSP - Extended Activities Capacity,24088,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,"Kingston upon Hull, City of",Kingston upon Hull West and Hessle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083141,360G-ACW-20083141,Birmingham City Council,Birmingham CSP Extending Activities Project,237600,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,West Midlands,Birmingham,"Birmingham, Ladywood",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2009/2010,20083149,360G-ACW-20083149,The Goodwin Development Trust Ltd,HSP Extending Activities Delivery,151200,2009-05-19,GBP,Extended Activities,Sport Participation and Capacity Building,Yorkshire and The Humber,"Kingston upon Hull, City of",Kingston upon Hull West and Hessle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
